id,nightly_rate_quoted,cleaning_fee,rating_value,rating_cleanliness,rating_overall,before_you_leave
22448101,48.57142857142857,32.0,5.0,4.9,4.91,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
39420864,175.0,30.0,5.0,5.0,4.82,
48770126,97.4,98.0,4.9,5.0,4.98,"['Gather used towels', 'Throw trash away', 'Lock up']"
40022392,134.4,35.0,5.0,5.0,5.0,
43774204,0.16666666666666666,25.0,4.7,4.7,4.89,
45236979,102.28571428571429,85.0,4.8,4.9,4.91,"['Gather used towels', 'Throw trash away', 'Turn things off']"
691354157293138409,169.0,95.0,4.5,4.8,4.69,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
48271395,91.4,65.0,4.9,4.9,4.93,
576682120611200116,0.2,125.0,4.7,4.5,4.92,
597926053480951465,0.2,100.0,4.8,5.0,4.97,
32327224,80.5,37.0,4.9,4.9,4.88,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
681854536970470424,66.66666666666667,10.0,4.7,4.6,4.61,
8063096,43.714285714285715,113.0,4.8,4.8,4.92,
797185799279619400,0.6,,4.8,5.0,5.0,
769607229619982747,135.0,75.0,4.7,4.7,4.74,
861094370416463267,148.0,60.0,4.8,5.0,5.0,
29175475,78.0,30.0,4.8,4.8,4.77,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
52474207,76.66666666666667,20.0,5.0,5.0,5.0,
875407180982658935,124.0,50.0,5.0,5.0,5.0,
20007113,98.0,45.0,5.0,5.0,4.99,
586882590249278344,0.3333333333333333,125.0,4.9,4.8,4.91,
40302843,165.0,75.0,4.8,4.7,4.84,
787829472372191735,17.857142857142858,25.0,4.8,4.8,4.75,
50312215,95.0,,4.6,4.8,4.63,
5193569,154.16666666666666,,4.9,5.0,4.97,
731235205942403911,117.2,40.0,4.9,4.8,5.0,
837743056547681108,110.8,25.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Lock up', 'Additional requests - Leave thing as you found them']"
764043700280471300,150.0,200.0,4.8,5.0,5.0,
43543964,0.2,198.0,4.9,5.0,4.97,
30898895,77.0,10.0,4.9,4.9,4.88,
612354249462013070,0.6,149.0,4.9,4.9,4.96,"['Gather used towels', 'Throw trash away', 'Lock up']"
32832208,74.6,30.0,4.9,5.0,4.93,
31291210,79.0,50.0,5.0,4.8,4.91,
931857377040065672,149.16666666666666,50.0,,,,
616910540954406432,63.0,85.0,5.0,4.2,4.5,
555177253529177236,90.0,150.0,4.7,4.7,4.8,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', ""Additional requests - Bedrooms:\n- Please gather all used bed linens, including pillowcases, sheets, and duvet covers, and place them in the middle of the bedroom floor.\n- Return the TV remotes to their designated holder in the room.\n- Before you leave, do a final check to ensure you haven't left any personal belongings behind.\n*PLEASE KEEP THE TRASH CANS BY THE GARAGE.""]"
670206638806517866,126.57142857142857,79.0,4.9,4.8,4.88,
20138150,56.0,10.0,5.0,5.0,4.92,
866012977347437339,84.6,25.0,4.9,4.9,4.87,
49669997,73.6,55.0,4.9,4.9,4.94,
918062417253701308,95.2,20.0,,,,
44577083,74.8,55.0,4.9,4.9,4.95,
821129970995170401,72.0,75.0,4.9,4.8,5.0,
37082337,130.4,,4.9,4.9,4.94,
852928679004661967,147.0,100.0,4.8,4.8,4.83,
17386928,119.0,60.0,4.9,4.9,4.9,
630281054070031337,166.4,80.0,4.9,5.0,5.0,
48592193,85.6,85.0,4.8,4.8,4.9,
19159018,79.0,20.0,4.9,4.9,4.91,
28805752,134.0,50.0,4.8,4.8,4.86,
594015619332576711,80.8,70.0,4.8,4.9,4.9,
19788525,80.0,15.0,4.9,4.9,4.91,"['Turn things off', 'Additional requests - Please wash any used dishes so as not to attract ants. ']"
674528094940178203,71.4,75.0,4.8,5.0,4.96,
725364140448403482,134.2,250.0,4.9,5.0,5.0,
15024015,26.0,15.0,5.0,4.9,4.96,
24373550,115.4,40.0,5.0,5.0,4.96,
18023083,74.0,70.0,4.9,4.8,4.93,
31256647,100.0,50.0,5.0,5.0,5.0,
32641916,65.0,16.0,5.0,5.0,4.98,
21007282,45.0,,5.0,5.0,4.97,
52474496,51.4,25.0,5.0,5.0,4.97,['Additional requests - Thank you for staying with us!']
52077742,108.0,25.0,4.9,5.0,4.92,
647892379321098965,92.0,30.0,5.0,5.0,4.97,
765134445044116630,156.0,100.0,,,,
713923108034502783,62.4,,5.0,4.8,4.88,"['Turn things off', 'Additional requests - No need to remake the beds or other check-out tasks. \nSafe and fun travels!']"
21050395,56.0,45.0,4.9,4.9,4.91,
21098787,70.83333333333333,60.0,4.9,5.0,4.91,
21069051,38.2,20.0,5.0,5.0,5.0,
925394232399687602,168.0,150.0,,,,
54242501,68.8,12.0,4.9,5.0,4.97,
566053319659847850,88.0,55.0,4.9,4.9,4.96,
718053276561758935,94.0,75.0,4.7,4.9,4.78,
752044707241330430,65.14285714285714,120.0,4.9,5.0,5.0,
21119234,47.142857142857146,25.0,5.0,5.0,4.93,
799944059311362624,60.0,25.0,5.0,5.0,5.0,['Additional requests - Please leave the key fob and gate card on the coffee table of your room and leave the door cracked open upon checkout.']
923170487698651235,0.2,250.0,,,,"['Gather used towels', 'Turn things off', 'Lock up', 'Additional requests - Run dishes on a 1-hour cycle in the dishwasher please. ']"
26476403,90.0,,4.9,4.9,4.84,
642858722214405481,116.4,75.0,4.6,4.7,4.64,
729698271408857588,110.2,30.0,4.8,5.0,4.91,
49212963,62.714285714285715,75.0,4.7,4.7,4.72,
14377557,98.4,99.0,4.9,5.0,4.94,
775979537386792025,36.166666666666664,12.0,4.8,4.9,4.62,
38267388,87.2,46.0,4.8,4.8,4.87,
10655263,82.5,75.0,4.9,4.9,4.94,
44701742,95.4,,5.0,5.0,5.0,
35632929,129.0,75.0,4.9,5.0,4.98,['Lock up']
841537970603730026,145.6,30.0,4.9,5.0,4.97,"['Gather used towels', 'Lock up']"
39259411,57.6,45.0,4.9,4.9,4.87,
633243007482343673,123.6,100.0,4.9,5.0,4.94,
785409850123741043,0.2,95.0,4.8,4.9,4.89,
889336286589702468,46.0,,5.0,4.9,5.0,"['Gather used towels', 'Turn things off', 'Lock up', 'Additional requests - Please be sure to not leave any food out on the counters and close the pantry door, as my dogs will try to eat anything that is left out. ']"
650553401688831221,138.0,125.0,5.0,5.0,5.0,
871613091778774213,69.8,35.0,4.8,5.0,4.67,
9049772,65.0,15.0,4.9,4.8,4.83,
35581209,112.0,49.0,5.0,5.0,4.99,"['Gather used towels', 'Turn things off', 'Lock up', ""Additional requests - Take one last look that you didn't forget anything! We thank you for staying with us and wish you safe travels and future returns! ""]"
38425479,55.0,45.0,4.9,4.9,4.83,
686144978665970262,104.8,225.0,4.9,4.9,4.96,
415350,99.0,,5.0,5.0,4.91,['Lock up']
49502578,76.16666666666667,95.0,4.8,4.9,4.76,
29123411,83.83333333333333,30.0,4.8,4.9,4.75,
820173165277220833,144.0,95.0,4.9,4.8,4.92,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Rinse dishes and place them inside the dishwasher. ']"
726617703207476995,86.2,35.0,4.9,5.0,4.97,"['Gather used towels', 'Turn things off', 'Lock up']"
45076013,108.66666666666667,85.0,4.9,5.0,4.96,
926385688073575655,0.16666666666666666,30.0,,,,
35471349,77.0,45.0,4.9,4.9,4.9,
727003875795809885,80.2,85.0,4.9,5.0,4.97,
24909182,104.0,30.0,4.9,5.0,4.96,
43307284,141.2,75.0,4.9,4.8,4.88,
818733891515657777,95.0,80.0,4.9,5.0,5.0,
48150634,92.2,85.0,4.8,5.0,4.87,
38985977,59.2,40.0,4.8,4.9,4.92,
20886749,150.0,120.0,4.8,4.9,4.93,
892677568930468656,47.0,20.0,4.9,5.0,5.0,
38062424,54.166666666666664,20.0,4.9,5.0,4.92,
7771749,51.8,28.0,4.8,4.8,4.88,
38376826,66.8,40.0,4.7,4.9,4.77,
28333679,47.666666666666664,10.0,4.8,4.7,4.75,
15087402,96.0,,4.9,5.0,4.95,
46397758,72.4,45.0,4.9,4.8,4.85,
48041438,91.0,85.0,4.8,4.9,4.98,
661459145114059402,42.0,40.0,4.8,4.9,4.83,
21081589,0.2,70.0,4.9,4.9,4.92,
725835761466393837,135.2,45.0,4.9,4.9,5.0,
580313986894439810,0.2,225.0,4.9,5.0,5.0,
51637189,135.0,25.0,4.9,5.0,4.93,
19657228,0.4,150.0,4.8,4.7,4.83,
924065653179871435,124.0,65.0,,,,
47431712,0.6,300.0,4.7,4.6,4.78,
10828405,130.6,115.0,4.9,4.8,4.92,
52774545,74.0,80.0,4.8,4.9,4.91,
770563774457442940,0.2,120.0,4.9,5.0,5.0,
50757261,156.4,60.0,4.9,5.0,4.97,
52224216,110.0,99.0,4.9,4.9,4.92,
49485705,154.8,75.0,5.0,5.0,4.97,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Strip sheets off of beds that were used and start the dishwasher for any dirty dishes. ']"
27302302,86.0,75.0,4.9,5.0,4.94,
15460797,0.2,115.0,4.9,5.0,4.95,
51981332,121.0,75.0,4.8,4.9,4.87,
911209250785439665,125.6,60.0,5.0,5.0,5.0,
29909005,81.4,75.0,4.8,4.8,4.8,
646363022985406443,98.0,84.0,4.4,4.9,4.65,
20989550,45.0,,5.0,5.0,4.97,
34148586,115.0,20.0,4.9,5.0,4.95,
49711776,68.6,85.0,4.6,4.9,4.84,
33896784,53.285714285714285,39.0,5.0,5.0,4.96,
16911940,57.0,100.0,4.7,4.7,4.63,
42453640,126.8,75.0,4.8,4.8,4.8,
27599320,123.6,,4.9,4.9,4.92,
27422264,140.0,89.0,4.9,5.0,4.99,
888476414609852389,65.0,100.0,,,,
775521120340301696,102.2,70.0,4.8,4.9,4.91,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
23304583,99.0,12.0,4.8,4.6,4.69,
881330125217005550,0.2,295.0,4.9,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
50656347,79.6,75.0,5.0,4.9,4.89,
54215276,92.4,85.0,4.6,4.5,4.67,
910190502213100453,95.4,50.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Additional requests - *Close all curtains.  \n*Lock front and back door.\n*Put all dirty dishes in dishwater, and turn on dishwasher.\n*Not necessary to take sheets off of bed.\nThank you']"
12811053,66.66666666666667,20.0,5.0,5.0,4.94,
562949474943278269,40.0,30.0,5.0,4.9,4.96,
921954143878507139,59.0,70.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - We appreciate you leaving the space as tidy as you found it.  Further house rules will be left in the binder in the space.  Thank you for treating our space as well as you would treat your own.']"
53650014,122.0,100.0,5.0,5.0,4.97,
573209991193378096,49.0,,5.0,5.0,4.98,
12190112,97.8,,4.9,4.9,4.9,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Please message me when you have left so I know it is safe to go clean for the next guest.']"
44192793,67.57142857142857,60.0,4.8,4.8,4.86,
20841871,73.6,20.0,4.9,5.0,4.96,
672610234838435171,118.0,125.0,5.0,5.0,4.97,
45178413,71.0,20.0,4.8,4.9,4.89,
5104321,165.0,86.0,4.9,5.0,4.94,
35405857,135.0,125.0,5.0,4.9,4.97,"['Gather used towels', 'Throw trash away', 'Additional requests - Please message me when you have checked out.']"
36387280,163.0,48.0,5.0,5.0,4.99,
660750563422422532,153.6,175.0,4.8,4.9,5.0,"['Gather used towels', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Return all of the window blinds to the down position. Move your vehicle out of the garage and shut the garage door using the keypad mounted on the outside of the garage next to the electric meter. Code is 2411 “ENTER”. Call me when you have successfully exited from the house.']"
22719784,130.0,65.0,4.7,4.7,4.73,
772011430883134718,91.0,100.0,4.9,5.0,4.85,
717192167949343584,113.57142857142857,150.0,4.9,5.0,5.0,
582733490641770469,115.0,85.0,4.9,5.0,4.95,"['Gather used towels', 'Turn things off', 'Lock up', 'Additional requests - - No need to stirp the beds at all. Our cleaning staff will take care of the linens.\n- Please log out of any streaming services that you may have used on the smart TV.\n- We ask that you kindly have all used cookware run through the dishwasher along with any other used dishes. Hand washing a few dishes is totally okay as well. Dishwasher detergent is provided under the kitchen sink.']"
701371660086830747,135.0,125.0,5.0,5.0,5.0,
25920873,0.2,100.0,4.8,4.8,4.92,
815947035064329784,124.8,30.0,4.9,4.9,5.0,
52148776,0.2,100.0,4.9,5.0,4.97,
34545406,155.0,90.0,4.8,4.8,4.82,
50757166,115.42857142857143,60.0,4.9,5.0,4.99,
50137162,132.5,70.0,4.9,4.9,4.95,
656379852674332171,84.0,36.0,5.0,5.0,5.0,
23790450,96.0,45.0,5.0,5.0,4.92,
43398849,76.0,30.0,4.9,4.8,4.91,['Return keys']
38695656,20.0,,5.0,4.8,4.95,
637569908877908469,130.0,130.0,4.9,4.9,5.0,
551542054112293961,55.0,30.0,4.9,4.8,4.89,
763001821366288321,137.0,45.0,5.0,5.0,5.0,
53202683,115.0,75.0,4.9,5.0,4.98,"['Turn things off', 'Return keys', 'Additional requests - Start dishes in dish washer.']"
8682547,141.0,,4.8,4.7,4.8,
26812766,39.6,25.0,4.8,4.8,4.79,
857996021180199863,0.2,,5.0,4.9,4.89,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Please clean and organize all toys and board games. \nJust a friendly reminder: We did not charge you a cleaning fee, so thank you for leaving the house as clean as possible, as it helps us keep our guest fees as low as possible. ']"
46649248,49.57142857142857,40.0,4.8,4.9,4.89,
591140271903646360,137.8,135.0,4.9,5.0,4.97,"['Throw trash away', 'Lock up', 'Additional requests - Please load any dirty dishes in dishwasher and run last load before departing. Thank you.']"
53543371,92.0,120.0,4.9,4.9,4.9,
32524791,102.0,80.0,4.9,4.8,4.92,
888490366974940885,73.16666666666667,85.0,5.0,5.0,5.0,
51887289,102.42857142857143,85.0,5.0,5.0,4.98,
719690668817771972,142.6,170.0,5.0,5.0,5.0,
48490838,100.0,85.0,4.8,4.9,4.91,
38852107,123.2,35.0,4.8,4.8,4.8,
716915638558250608,107.2,100.0,4.9,5.0,5.0,
45883883,65.83333333333333,50.0,5.0,5.0,4.98,
834152374463672698,113.33333333333333,125.0,5.0,5.0,5.0,
27732091,77.14285714285714,75.0,4.9,4.9,4.92,
816695849252725120,158.8,140.0,5.0,5.0,5.0,
42330130,83.0,55.0,4.9,5.0,4.97,"['Gather used towels', 'Throw trash away']"
51482182,93.2,35.0,4.5,4.6,4.33,
577422133372536140,197.0,130.0,5.0,5.0,5.0,
46485997,162.16666666666666,100.0,4.9,4.9,4.95,
822417845231000207,0.2,125.0,4.9,4.9,4.95,
52447927,115.0,40.0,5.0,4.9,4.98,
53830836,146.5,173.0,4.9,5.0,4.96,
586793265213401696,185.4,195.0,4.5,4.8,4.79,
7454722,79.85714285714286,45.0,4.9,4.9,4.93,"['Gather used towels', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Please wash dishes, either by hand or in dishwasher. If using dishwasher just use the ""My favorite"" setting option. It\'s already programed. ']"
562942490025318282,48.0,30.0,4.9,4.9,4.9,
15391759,75.0,10.0,5.0,5.0,4.99,
52222502,47.0,20.0,4.8,4.6,4.83,
53983117,149.0,,4.9,4.4,4.75,"['Turn things off', 'Lock up']"
24381020,141.2,50.0,4.8,4.7,4.76,
892087433934567128,0.4,349.0,4.8,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', ""Additional requests - Please make sure that you check all your personal belongings to ensure you didn't leave anything behind.""]"
552409553181753469,155.4,157.0,4.9,4.9,4.93,
47258524,70.2,50.0,4.4,4.9,4.43,
52426369,120.0,50.0,4.9,4.9,4.95,
28045086,58.0,15.0,4.9,5.0,4.93,
31309412,68.33333333333333,90.0,4.8,4.8,4.86,
639217717624929518,122.0,70.0,4.9,5.0,5.0,
38069858,72.0,20.0,4.9,4.9,4.91,
817507040275114856,0.14285714285714285,90.0,4.8,4.8,4.85,
16678451,111.0,75.0,4.9,5.0,4.95,
835347665756379778,146.2,150.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Clean the grill grates and while down the cooking shelf, if the grill was used during your stay.\nTurn off all propane bottles that you turned on. ']"
16647391,68.0,30.0,4.9,4.9,4.92,
863840953712110324,60.6,70.0,4.7,4.9,4.86,
52525978,106.2,115.0,4.9,5.0,4.94,
689037335561662467,0.2,125.0,4.3,4.2,4.5,
697888968164236054,122.6,50.0,4.8,4.9,4.92,
32791314,79.0,55.0,5.0,5.0,4.98,"['Gather used towels', 'Throw trash away']"
2460938,83.6,35.0,5.0,4.9,4.96,
819745117735786234,126.6,185.0,4.9,4.9,5.0,
46239134,74.0,50.0,4.7,4.8,4.8,
634069846996023602,80.0,40.0,4.8,4.9,4.85,"['Gather used towels', 'Additional requests - Please let us know when you check out ']"
814670617979334973,64.6,20.0,4.8,4.9,4.87,"['Gather used towels', 'Throw trash away', 'Turn things off']"
